date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:04:54	2603/2603	---M--	200	added ('OK')	text/css	etag:%22a2b-5f88ea3068712%22	http://localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/lightbox.min.css?ver=2.7	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/lightbox.min9d52.css	(from http://localhost/bsu-open%20university/)
09:04:54	1245/1245	---M--	200	added ('OK')	text/css	etag:%224dd-5f88ea305915b%22	http://localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/bootstrap-front.css?ver=2.7	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/bootstrap-front9d52.css	(from http://localhost/bsu-open%20university/)
09:04:54	35359/35359	---M--	200	added ('OK')	text/css	etag:%228a1f-5f88ea305915b%22	http://localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/font-awesome-latest/css/fontawesome-all.min.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/css/font-awesome-latest/css/fontawesome-all.minae48.css	(from http://localhost/bsu-open%20university/)
09:04:56	322/322	---M--	200	added ('OK')	text/css	etag:%22142-5f88ea3f835e9%22	http://localhost/bsu-open%20university/wp-content/plugins/wp-menu-icons/build/frontend/css/style.css?ver=3.0.1	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/wp-menu-icons/build/frontend/css/style41fe.css	(from http://localhost/bsu-open%20university/)
09:04:56	3351/3351	---M--	200	added ('OK')	text/css	etag:%22d17-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/owl.carousel.min.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/owl.carousel.minae48.css	(from http://localhost/bsu-open%20university/)
09:04:56	125029/125029	---M--	200	added ('OK')	text/css	etag:%221e865-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/all.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/allae48.css	(from http://localhost/bsu-open%20university/)
09:04:58	72500/72500	---M--	200	added ('OK')	text/css	etag:%2211b34-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/animate.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/animateae48.css	(from http://localhost/bsu-open%20university/)
09:05:00	7502/7502	---M--	200	added ('OK')	text/css	etag:%221d4e-5f91d2404329a%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/core.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/coreae48.css	(from http://localhost/bsu-open%20university/)
09:05:00	315307/315307	---M--	200	added ('OK')	text/css	etag:%224cfab-5f91d2404329a%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/themes.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/themesae48.css	(from http://localhost/bsu-open%20university/)
09:05:02	77545/77545	---M--	200	added ('OK')	text/css	etag:%2212ee9-5f91d2404700f%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/woo-styles.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/woo-stylesae48.css	(from http://localhost/bsu-open%20university/)
09:05:04	24977/24977	---M--	200	added ('OK')	text/css	etag:%226191-5f91d6a681bad%22	http://localhost/bsu-open%20university/wp-content/themes/atus/style.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atus/styleae48.css	(from http://localhost/bsu-open%20university/)
09:05:04	7246/7246	---M--	200	added ('OK')	text/css	etag:%221c4e-5f91d2535f5e9%22	http://localhost/bsu-open%20university/wp-content/fonts/d3418984b627a2705c6c113bc800f508.css	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/fonts/d3418984b627a2705c6c113bc800f508.css	(from http://localhost/bsu-open%20university/)
09:05:04	17495/17495	---M--	200	added ('OK')	text/css	etag:%224457-5f88ea24d59d5%22	http://localhost/bsu-open%20university/wp-content/plugins/custom-facebook-feed/assets/css/cff-style.min.css?ver=4.1.8	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/custom-facebook-feed/assets/css/cff-style.min3cbe.css	(from http://localhost/bsu-open%20university/)
09:05:04	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.minae48.css	(from http://localhost/bsu-open%20university/)
09:05:06	2017/2017	---M--	200	added ('OK')	text/css	etag:%227e1-5f91d2405375d%22	http://localhost/bsu-open%20university/wp-content/themes/atua/style.css?ver=6.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/styleae48.css	(from http://localhost/bsu-open%20university/)
09:05:06	102025/102025	---MCZ	200	added ('OK')	text/css	etag:W/%22ded1c367363e8b20bdc6a19b8350a737%22	https://use.fontawesome.com/releases/v6.4.0/css/all.css	C:/My%20Web%20Sites/BSU-OU/use.fontawesome.com/releases/v6.4.0/css/all.css	(from http://localhost/bsu-open%20university/)
09:05:06	27593/27593	---MCZ	200	added ('OK')	text/css	etag:W/%220e111e42b92aa32f0847263dfaadbc6a%22	https://use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	C:/My%20Web%20Sites/BSU-OU/use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	(from http://localhost/bsu-open%20university/)
09:05:08	5629/5629	---M--	200	added ('OK')	application/javascript	etag:%2215fd-5a7fbb57c37c0%22	http://localhost/bsu-open%20university/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-includes/js/imagesloaded.mineda1.js	(from http://localhost/bsu-open%20university/)
09:05:08	13424/13424	---M--	200	added ('OK')	application/javascript	etag:%223470-5f812f845982a%22	http://localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from http://localhost/bsu-open%20university/)
09:05:09	8080/8080	---M--	200	added ('OK')	application/javascript	etag:%221f90-5f91a60cfab6e%22	http://localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/ticker.min.js?ver=1.0	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/ticker.min5152.js	(from http://localhost/bsu-open%20university/)
09:05:10	10040/10040	---M--	200	added ('OK')	application/javascript	etag:%222738-5f91a60cfab6e%22	http://localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/designer.js?ver=1.0	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/designer5152.js	(from http://localhost/bsu-open%20university/)
09:05:11	24138/24138	---M--	200	added ('OK')	application/javascript	etag:%225e4a-5a7fbb57c37c0%22	http://localhost/bsu-open%20university/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-includes/js/masonry.min3a05.js	(from http://localhost/bsu-open%20university/)
09:05:11	904/904	---M--	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202023%2001:05:11%20GMT	http://localhost/bsu-open%20university/xmlrpc.php?rsd	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/xmlrpc0db0.php	(from http://localhost/bsu-open%20university/)
09:05:11	13550/13550	---M--	200	added ('OK')	application/javascript	etag:%2234ee-5f88ea250382f%22	http://localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/pdfobject.min.js?ver=3.6.8	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/pdfobject.mina4f3.js	(from http://localhost/bsu-open%20university/)
09:05:12	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	(from http://localhost/bsu-open%20university/)
09:05:18	89815/89815	---M--	200	added ('OK')	application/javascript	etag:%2215ed7-5f812f845982a%22	http://localhost/bsu-open%20university/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-includes/js/jquery/jquery.mina767.js	(from http://localhost/bsu-open%20university/)
09:05:18	40114/40114	---M--	200	added ('OK')	image/png	etag:%229cb2-5f88ea4298e5c%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2-150x150.png	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2-150x150.png	(from http://localhost/bsu-open%20university/)
09:05:21	12695/12695	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202023%2001:05:18%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/tickets/v1/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/wp-json/tribe/tickets/v1/index.html	(from http://localhost/bsu-open%20university/)
09:05:23	89994/89994	---M--	200	added ('OK')	application/javascript	etag:%2215f8a-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/js/owl.carousel.js?ver=1	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/js/owl.carousel68b3.js	(from http://localhost/bsu-open%20university/)
09:05:25	29670/29670	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202023%2001:05:18%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/events/v1/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/wp-json/tribe/events/v1/index.html	(from http://localhost/bsu-open%20university/)
09:05:29	80566/80566	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:25%20GMT	http://localhost/bsu-open%20university/index.php/about/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/about/index.html	(from http://localhost/bsu-open%20university/)
09:05:34	66564/66564	---M--	200	added ('OK')	image/png	etag:%2210404-5f88ea4298e5c%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2.png	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2.png	(from http://localhost/bsu-open%20university/)
09:05:36	57737/57737	---M--	200	added ('OK')	image/jpeg	etag:%22e189-5f88ea42a0872%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/lavender-grad-1.jpg	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/uploads/2023/03/lavender-grad-1.jpg	(from http://localhost/bsu-open%20university/)
09:05:38	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Thu,%2013%20Apr%202023%2001:05:36%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/views/v2/html	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/wp-json/tribe/views/v2/html.2c.delayed	(from http://localhost/bsu-open%20university/)
09:05:38	81509/81509	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:34%20GMT	http://localhost/bsu-open%20university/index.php/home__trashed/programs-offered/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/home__trashed/programs-offered/index.html	(from http://localhost/bsu-open%20university/)
09:05:44	77615/77615	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:38%20GMT	http://localhost/bsu-open%20university/index.php/fees/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/fees/index.html	(from http://localhost/bsu-open%20university/)
09:05:44	262/262	---M--	200	added ('OK')	image/svg+xml	etag:%22106-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/images/shape/shape_15.svg	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/images/shape/shape_15.svg	(from http://localhost/bsu-open%20university/)
09:05:45	78985/78985	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:38%20GMT	http://localhost/bsu-open%20university/index.php/admission-requirements/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/admission-requirements/index.html	(from http://localhost/bsu-open%20university/)
09:05:45	294/294	---M--	200	added ('OK')	image/svg+xml	etag:%22126-5f91d240473da%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/images/shape/shape_16.svg	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/themes/atua/assets/images/shape/shape_16.svg	(from http://localhost/bsu-open%20university/)
09:05:49	76181/76181	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:44%20GMT	http://localhost/bsu-open%20university/index.php/submission/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/submission/index.html	(from http://localhost/bsu-open%20university/)
09:05:50	75854/75854	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:45%20GMT	http://localhost/bsu-open%20university/index.php/application-status/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/application-status/index.html	(from http://localhost/bsu-open%20university/)
09:05:54	322314/322314	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b7cc696276b5f6f763ddc8e7bca2ca6%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	C:/My%20Web%20Sites/BSU-OU/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from http://localhost/bsu-open%20university/)
09:05:55	9477/9477	---M--	200	added ('OK')	text/css	etag:%222505-5f91a629c75de%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-skeleton.min.css?ver=5.0.15	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-skeleton.minc6ce.css	(from http://localhost/bsu-open%20university/)
09:05:58	94480/94480	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:51%20GMT	http://localhost/bsu-open%20university/index.php/events/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/events/index.html	(from http://localhost/bsu-open%20university/)
09:05:58	13754/13754	---M--	200	added ('OK')	text/css	etag:%2235ba-5f91a629c75de%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.min.css?ver=5.0.15	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.minc6ce.css	(from http://localhost/bsu-open%20university/)
09:05:59	71246/71246	---M--	200	added ('OK')	image/jpeg	etag:%221164e-5f92d17472839%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/04/o-educ.jpg	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/uploads/2023/04/o-educ.jpg	(from http://localhost/bsu-open%20university/)
09:06:00	2304/2304	---M--	200	added ('OK')	text/css	etag:%22900-5f91a62c41a04%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-skeleton.min.css?ver=6.0.12	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-skeleton.min7e53.css	(from http://localhost/bsu-open%20university/)
09:06:00	78240/78240	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:55%20GMT	http://localhost/bsu-open%20university/index.php/downloads/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/downloads/index.html	(from http://localhost/bsu-open%20university/)
09:06:01	3886/3886	---M--	200	added ('OK')	text/css	etag:%22f2e-5f91a629c75de%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-full.min.css?ver=5.0.15	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-full.minc6ce.css	(from http://localhost/bsu-open%20university/)
09:06:06	76323/76323	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:05:58%20GMT	http://localhost/bsu-open%20university/index.php/lms-portal/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/lms-portal/index.html	(from http://localhost/bsu-open%20university/)
09:06:07	38613/38613	---M--	200	added ('OK')	text/css	etag:%2296d5-5f91a629c7387%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.min.css?ver=5.0.15	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.minc6ce.css	(from http://localhost/bsu-open%20university/)
09:06:08	76324/76324	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:06:00%20GMT	http://localhost/bsu-open%20university/index.php/contact-us/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/contact-us/index.html	(from http://localhost/bsu-open%20university/)
09:06:09	6103/6103	---M--	200	added ('OK')	text/css	etag:%2217d7-5f91a62c41a04%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-full.min.css?ver=6.0.12	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-full.min7e53.css	(from http://localhost/bsu-open%20university/)
09:06:09	80949/80949	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:06:01%20GMT	http://localhost/bsu-open%20university/index.php/2023/04/13/features-and-benefits-of-online-education/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/2023/04/13/features-and-benefits-of-online-education/index.html	(from http://localhost/bsu-open%20university/)
09:06:10	1528/1528	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%201984%2008:00:00%20GMT	http://2.gravatar.com/avatar/?s=96&d=mm&r=g	C:/My%20Web%20Sites/BSU-OU/2.gravatar.com/avatar/indexaae9.html	(from http://localhost/bsu-open%20university/)
09:06:14	80167/80167	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:06:07%20GMT	http://localhost/bsu-open%20university/index.php/author/dante/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/author/dante/index.html	(from http://localhost/bsu-open%20university/)
09:06:16	14247/14247	---M--	200	added ('OK')	application/javascript	etag:%2237a7-5f88ea250382f%22	http://localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/front.js?ver=3.6.8	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/fronta4f3.js	(from http://localhost/bsu-open%20university/)
09:06:17	80270/80270	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:06:11%20GMT	http://localhost/bsu-open%20university/index.php/category/uncategorized/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/category/uncategorized/index.html	(from http://localhost/bsu-open%20university/)
09:06:17	12861/12861	---M--	200	added ('OK')	application/javascript	etag:%22323d-5f88ea306c492%22	http://localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/js/lightbox.min.js?ver=2.7	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/wp-content/plugins/photo-gallery-builder/assets/js/lightbox.min9d52.js	(from http://localhost/bsu-open%20university/)
09:06:17	296/296	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Apr%202023%2001:06:17%20GMT	http://localhost/bsu-open%20university/events/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/events/index.html	(from http://localhost/bsu-open%20university/)
09:06:22	73388/73388	---MC-	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2001:06:16%20GMT	http://localhost/bsu-open%20university/index.php/event/bsu-freshmen-orientation/	C:/My%20Web%20Sites/BSU-OU/localhost/bsu-open%20university/index.php/event/bsu-freshmen-orientation/index.html	(from http://localhost/bsu-open%20university/)
